#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00001540_pilon	1	292952	1	1248	M	0_m	1_x
tig00001540_pilon	1	292952	1	1248	M	0_m	2_x
tig00001540_pilon	1	292952	1	1248	M	0_m	3_x
tig00001540_pilon	1	292952	1	1248	M	0_m	4_x
tig00001540_pilon	1	292952	1	1248	M	0_m	5_x
tig00001540_pilon	1	95392	1	48	P	0_m	7_x
tig00001540_pilon	95428	95428	49	49	M	0_m	7_x
tig00001540_pilon	95497	112816	50	132	P	0_m	7_x
tig00001540_pilon	112912	292952	133	1248	M	0_m	7_x
tig00001540_pilon	1	88813	1	19	M	0_m	9_x
tig00001540_pilon	91979	92266	20	26	P	0_m	9_x
tig00001540_pilon	92269	95307	27	46	M	0_m	9_x
tig00001540_pilon	95378	95392	47	48	P	0_m	9_x
tig00001540_pilon	95428	292952	49	1248	M	0_m	9_x
tig00001540_pilon	1	95428	1	49	M	0_m	10_x
tig00001540_pilon	95497	117095	50	160	P	0_m	10_x
tig00001540_pilon	117302	292952	161	1248	M	0_m	10_x
tig00001540_pilon	1	292952	1	1248	M	0_m	11_x
tig00001540_pilon	1	186196	1	410	M	0_m	12_x
tig00001540_pilon	186211	187678	411	432	P	0_m	12_x
tig00001540_pilon	188207	292952	433	1248	M	0_m	12_x
tig00001540_pilon	1	118859	1	187	M	0_m	13_x
tig00001540_pilon	118864	118911	188	189	P	0_m	13_x
tig00001540_pilon	118913	292952	190	1248	M	0_m	13_x
tig00001540_pilon	1	292952	1	1248	M	0_m	14_x
tig00001540_pilon	1	292952	1	1248	M	0_m	19_x
tig00001540_pilon	1	213803	1	733	M	0_m	20_x
tig00001540_pilon	214071	214071	734	734	P	0_m	20_x
tig00001540_pilon	214084	292952	735	1248	M	0_m	20_x
tig00001540_pilon	1	292952	1	1248	M	0_m	21_x
tig00001540_pilon	1	106410	1	65	M	0_m	22_x
tig00001540_pilon	106501	106789	66	73	P	0_m	22_x
tig00001540_pilon	107072	136258	74	208	M	0_m	22_x
tig00001540_pilon	136267	136457	209	220	P	0_m	22_x
tig00001540_pilon	136536	292952	221	1248	M	0_m	22_x
tig00001540_pilon	1	292952	1	1248	M	0_m	23_x
tig00001540_pilon	1	292952	1	1248	M	0_m	28_x
tig00001540_pilon	1	292952	1	1248	M	0_m	29_x
tig00001540_pilon	1	292952	1	1248	M	0_m	30_x
tig00001540_pilon	1	136258	1	208	M	0_m	34_x
tig00001540_pilon	136267	136457	209	220	P	0_m	34_x
tig00001540_pilon	136536	292952	221	1248	M	0_m	34_x
tig00001540_pilon	1	292952	1	1248	M	0_m	35_x
tig00001540_pilon	1	95103	1	45	M	0_m	38_x
tig00001540_pilon	95307	95987	46	53	P	0_m	38_x
tig00001540_pilon	96272	292952	54	1248	M	0_m	38_x
tig00001540_pilon	1	292952	1	1248	M	0_m	43_x
tig00001540_pilon	1	178507	1	362	M	0_m	44_x
tig00001540_pilon	178563	178563	363	363	P	0_m	44_x
tig00001540_pilon	180549	292952	364	1248	M	0_m	44_x
tig00001540_pilon	1	292952	1	1248	M	0_m	49_x
tig00001540_pilon	1	145559	1	257	M	0_m	52_x
tig00001540_pilon	145561	145561	258	258	P	0_m	52_x
tig00001540_pilon	145600	145609	259	260	M	0_m	52_x
tig00001540_pilon	145646	145646	261	261	P	0_m	52_x
tig00001540_pilon	145685	292952	262	1248	M	0_m	52_x
tig00001540_pilon	1	292952	1	1248	M	0_m	53_x
tig00001540_pilon	1	292952	1	1248	M	0_m	54_x
tig00001540_pilon	1	292952	1	1248	M	0_m	55_x
tig00001540_pilon	1	292952	1	1248	M	0_m	63_x
tig00001540_pilon	1	292952	1	1248	M	0_m	64_x
tig00001540_pilon	1	292952	1	1248	M	0_m	66_x
tig00001540_pilon	1	292952	1	1248	M	0_m	67_x
tig00001540_pilon	1	292952	1	1248	M	0_m	68_x
tig00001540_pilon	1	292952	1	1248	M	0_m	69_x
tig00001540_pilon	1	292952	1	1248	M	0_m	70_x
tig00001540_pilon	1	292952	1	1248	M	0_m	71_x
tig00001540_pilon	1	292952	1	1248	M	0_m	72_x
tig00001540_pilon	1	292952	1	1248	M	0_m	74_x
