#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00004476_pilon	1	172612	1	442	M	0_m	7_x
tig00004476_pilon	1	156244	1	412	M	0_m	8_x
tig00004476_pilon	156410	156410	413	413	P	0_m	8_x
tig00004476_pilon	156449	172612	414	442	M	0_m	8_x
tig00004476_pilon	1	172612	1	442	M	0_m	10_x
tig00004476_pilon	1	172612	1	442	M	0_m	12_x
tig00004476_pilon	1	172612	1	442	M	0_m	14_x
tig00004476_pilon	1	172612	1	442	M	0_m	15_x
tig00004476_pilon	1	172612	1	442	M	0_m	17_x
tig00004476_pilon	1	172612	1	442	M	0_m	19_x
tig00004476_pilon	1	172612	1	442	M	0_m	20_x
tig00004476_pilon	1	172612	1	442	M	0_m	21_x
tig00004476_pilon	1	172612	1	442	M	0_m	22_x
tig00004476_pilon	1	115762	1	388	M	0_m	34_x
tig00004476_pilon	115878	149932	389	403	P	0_m	34_x
tig00004476_pilon	150145	172612	404	442	M	0_m	34_x
tig00004476_pilon	1	172612	1	442	M	0_m	35_x
tig00004476_pilon	1	172612	1	442	M	0_m	36_x
tig00004476_pilon	1	172612	1	442	M	0_m	37_x
tig00004476_pilon	1	172612	1	442	M	0_m	39_x
tig00004476_pilon	1	172612	1	442	M	0_m	40_x
tig00004476_pilon	1	172612	1	442	M	0_m	41_x
tig00004476_pilon	1	172612	1	442	M	0_m	42_x
tig00004476_pilon	1	172612	1	442	M	0_m	43_x
tig00004476_pilon	1	172612	1	442	M	0_m	60_x
tig00004476_pilon	1	172612	1	442	M	0_m	61_x
tig00004476_pilon	1	172612	1	442	M	0_m	62_x
tig00004476_pilon	1	172612	1	442	M	0_m	63_x
tig00004476_pilon	1	172612	1	442	M	0_m	64_x
tig00004476_pilon	1	172612	1	442	M	0_m	65_x
tig00004476_pilon	1	172612	1	442	M	0_m	66_x
tig00004476_pilon	1	172612	1	442	M	0_m	67_x
tig00004476_pilon	1	172612	1	442	M	0_m	68_x
tig00004476_pilon	1	172612	1	442	M	0_m	71_x
tig00004476_pilon	1	172612	1	442	M	0_m	73_x
tig00004476_pilon	1	172612	1	442	M	0_m	74_x
tig00004476_pilon	1	172612	1	442	M	0_m	75_x
tig00004476_pilon	1	172612	1	442	M	0_m	77_x
tig00004476_pilon	1	172612	1	442	M	0_m	78_x
tig00004476_pilon	1	172612	1	442	M	0_m	80_x
tig00004476_pilon	1	117580	1	394	M	0_m	81_x
tig00004476_pilon	117750	117750	395	395	P	0_m	81_x
tig00004476_pilon	117845	172612	396	442	M	0_m	81_x
tig00004476_pilon	1	172612	1	442	M	0_m	87_x
tig00004476_pilon	1	172612	1	442	M	0_m	103_x
tig00004476_pilon	1	172612	1	442	M	0_m	104_x
tig00004476_pilon	1	172612	1	442	M	0_m	109_x
tig00004476_pilon	1	172612	1	442	M	0_m	110_x
tig00004476_pilon	1	172612	1	442	M	0_m	112_x
tig00004476_pilon	1	172612	1	442	M	0_m	116_x
tig00004476_pilon	1	111329	1	368	M	0_m	136_x
tig00004476_pilon	111504	114423	369	386	P	0_m	136_x
tig00004476_pilon	115641	115762	387	388	M	0_m	136_x
tig00004476_pilon	115878	117580	389	394	P	0_m	136_x
tig00004476_pilon	117750	172612	395	442	M	0_m	136_x
tig00004476_pilon	1	111329	1	368	M	0_m	139_x
tig00004476_pilon	111504	112526	369	374	P	0_m	139_x
tig00004476_pilon	112646	156667	375	423	M	0_m	139_x
tig00004476_pilon	156823	156823	424	424	P	0_m	139_x
tig00004476_pilon	157043	172612	425	442	M	0_m	139_x
tig00004476_pilon	1	71312	1	160	M	0_m	142_x
tig00004476_pilon	71356	71545	161	163	P	0_m	142_x
tig00004476_pilon	71575	172612	164	442	M	0_m	142_x
tig00004476_pilon	1	172612	1	442	M	0_m	143_x
tig00004476_pilon	1	172612	1	442	M	0_m	145_x
tig00004476_pilon	1	172612	1	442	M	0_m	148_x
tig00004476_pilon	1	172612	1	442	M	0_m	150_x
tig00004476_pilon	1	172612	1	442	M	0_m	152_x
tig00004476_pilon	1	172612	1	442	M	0_m	161_x
tig00004476_pilon	1	172612	1	442	M	0_m	163_x
tig00004476_pilon	1	172612	1	442	M	0_m	165_x
tig00004476_pilon	1	172612	1	442	M	0_m	170_x
tig00004476_pilon	1	172612	1	442	M	0_m	171_x
tig00004476_pilon	1	172612	1	442	M	0_m	172_x
tig00004476_pilon	1	172612	1	442	M	0_m	174_x
tig00004476_pilon	1	172612	1	442	M	0_m	175_x
tig00004476_pilon	1	172612	1	442	M	0_m	176_x
tig00004476_pilon	1	172612	1	442	M	0_m	177_x
tig00004476_pilon	1	172612	1	442	M	0_m	178_x
tig00004476_pilon	1	172612	1	442	M	0_m	179_x
tig00004476_pilon	1	172612	1	442	M	0_m	180_x
tig00004476_pilon	1	172612	1	442	M	0_m	181_x
tig00004476_pilon	1	172612	1	442	M	0_m	186_x
tig00004476_pilon	1	172612	1	442	M	0_m	188_x
tig00004476_pilon	1	172612	1	442	M	0_m	189_x
tig00004476_pilon	1	172612	1	442	M	0_m	190_x
tig00004476_pilon	1	172612	1	442	M	0_m	191_x
tig00004476_pilon	1	172612	1	442	M	0_m	192_x
tig00004476_pilon	1	172612	1	442	M	0_m	204_x
tig00004476_pilon	1	104891	1	332	M	0_m	205_x
tig00004476_pilon	104949	104951	333	334	P	0_m	205_x
tig00004476_pilon	105091	105091	335	335	M	0_m	205_x
tig00004476_pilon	105098	105851	336	339	P	0_m	205_x
tig00004476_pilon	105948	111504	340	369	M	0_m	205_x
tig00004476_pilon	111879	111958	370	371	P	0_m	205_x
tig00004476_pilon	112208	172612	372	442	M	0_m	205_x
tig00004476_pilon	1	172612	1	442	M	0_m	206_x
tig00004476_pilon	1	172612	1	442	M	0_m	207_x
tig00004476_pilon	1	172612	1	442	M	0_m	214_x
tig00004476_pilon	1	172612	1	442	M	0_m	215_x
tig00004476_pilon	1	172612	1	442	M	0_m	216_x
tig00004476_pilon	1	172612	1	442	M	0_m	217_x
tig00004476_pilon	1	172612	1	442	M	0_m	226_x
tig00004476_pilon	1	172612	1	442	M	0_m	232_x
tig00004476_pilon	1	172612	1	442	M	0_m	233_x
tig00004476_pilon	1	172612	1	442	M	0_m	236_x
tig00004476_pilon	1	172612	1	442	M	0_m	237_x
tig00004476_pilon	1	172612	1	442	M	0_m	238_x
tig00004476_pilon	1	172612	1	442	M	0_m	241_x
tig00004476_pilon	1	172612	1	442	M	0_m	242_x
tig00004476_pilon	1	172612	1	442	M	0_m	243_x
tig00004476_pilon	1	172612	1	442	M	0_m	244_x
tig00004476_pilon	1	172612	1	442	M	0_m	245_x
tig00004476_pilon	1	172612	1	442	M	0_m	246_x
tig00004476_pilon	1	172612	1	442	M	0_m	247_x
tig00004476_pilon	1	172612	1	442	M	0_m	248_x
tig00004476_pilon	1	172612	1	442	M	0_m	249_x
tig00004476_pilon	1	172612	1	442	M	0_m	259_x
tig00004476_pilon	1	172612	1	442	M	0_m	260_x
tig00004476_pilon	1	172612	1	442	M	0_m	261_x
tig00004476_pilon	1	172612	1	442	M	0_m	265_x
tig00004476_pilon	1	172612	1	442	M	0_m	266_x
tig00004476_pilon	1	111329	1	368	M	0_m	267_x
tig00004476_pilon	111504	113508	369	381	P	0_m	267_x
tig00004476_pilon	113814	172612	382	442	M	0_m	267_x
tig00004476_pilon	1	172612	1	442	M	0_m	271_x
tig00004476_pilon	1	172612	1	442	M	0_m	272_x
tig00004476_pilon	1	172612	1	442	M	0_m	273_x
tig00004476_pilon	1	172612	1	442	M	0_m	274_x
tig00004476_pilon	1	172612	1	442	M	0_m	275_x
tig00004476_pilon	1	172612	1	442	M	0_m	276_x
tig00004476_pilon	1	172612	1	442	M	0_m	284_x
tig00004476_pilon	1	172612	1	442	M	0_m	285_x
tig00004476_pilon	1	172612	1	442	M	0_m	286_x
tig00004476_pilon	1	172612	1	442	M	0_m	287_x
tig00004476_pilon	1	172612	1	442	M	0_m	288_x
tig00004476_pilon	1	172612	1	442	M	0_m	289_x
tig00004476_pilon	1	172612	1	442	M	0_m	290_x
tig00004476_pilon	1	172612	1	442	M	0_m	291_x
tig00004476_pilon	1	114232	1	384	M	0_m	292_x
tig00004476_pilon	114381	150145	385	404	P	0_m	292_x
tig00004476_pilon	150217	172612	405	442	M	0_m	292_x
tig00004476_pilon	1	172612	1	442	M	0_m	294_x
tig00004476_pilon	1	172612	1	442	M	0_m	296_x
tig00004476_pilon	1	172612	1	442	M	0_m	297_x
tig00004476_pilon	1	172612	1	442	M	0_m	298_x
tig00004476_pilon	1	172612	1	442	M	0_m	299_x
tig00004476_pilon	1	172612	1	442	M	0_m	303_x
tig00004476_pilon	1	172612	1	442	M	0_m	304_x
tig00004476_pilon	1	172612	1	442	M	0_m	305_x
tig00004476_pilon	1	172612	1	442	M	0_m	307_x
tig00004476_pilon	1	172612	1	442	M	0_m	308_x
tig00004476_pilon	1	172612	1	442	M	0_m	309_x
tig00004476_pilon	1	102002	1	320	M	0_m	310_x
tig00004476_pilon	102147	102192	321	322	P	0_m	310_x
tig00004476_pilon	102319	172612	323	442	M	0_m	310_x
tig00004476_pilon	1	172612	1	442	M	0_m	311_x
tig00004476_pilon	1	172612	1	442	M	0_m	320_x
tig00004476_pilon	1	94788	1	277	M	0_m	328_x
tig00004476_pilon	94801	96687	278	286	P	0_m	328_x
tig00004476_pilon	96857	111329	287	368	M	0_m	328_x
tig00004476_pilon	111504	111504	369	369	P	0_m	328_x
tig00004476_pilon	111879	172612	370	442	M	0_m	328_x
tig00004476_pilon	1	172612	1	442	M	0_m	339_x
tig00004476_pilon	1	172612	1	442	M	0_m	341_x
tig00004476_pilon	1	172612	1	442	M	0_m	342_x
tig00004476_pilon	1	172612	1	442	M	0_m	345_x
tig00004476_pilon	1	172612	1	442	M	0_m	347_x
tig00004476_pilon	1	94788	1	277	M	0_m	349_x
tig00004476_pilon	94801	97963	278	291	P	0_m	349_x
tig00004476_pilon	97983	172612	292	442	M	0_m	349_x
tig00004476_pilon	1	172612	1	442	M	0_m	360_x
tig00004476_pilon	1	172612	1	442	M	0_m	361_x
tig00004476_pilon	1	61454	1	144	M	0_m	362_x
tig00004476_pilon	61532	61532	145	145	P	0_m	362_x
tig00004476_pilon	63450	172612	146	442	M	0_m	362_x
tig00004476_pilon	1	172612	1	442	M	0_m	363_x
tig00004476_pilon	1	172612	1	442	M	0_m	364_x
tig00004476_pilon	1	172612	1	442	M	0_m	365_x
tig00004476_pilon	1	172612	1	442	M	0_m	366_x
tig00004476_pilon	1	172612	1	442	M	0_m	367_x
tig00004476_pilon	1	172612	1	442	M	0_m	371_x
tig00004476_pilon	1	111329	1	368	M	0_m	372_x
tig00004476_pilon	111504	114423	369	386	P	0_m	372_x
tig00004476_pilon	115641	172612	387	442	M	0_m	372_x
tig00004476_pilon	1	172612	1	442	M	0_m	377_x
tig00004476_pilon	1	172612	1	442	M	0_m	378_x
tig00004476_pilon	1	172612	1	442	M	0_m	380_x
tig00004476_pilon	1	172612	1	442	M	0_m	381_x
tig00004476_pilon	1	172612	1	442	M	0_m	382_x
tig00004476_pilon	1	172612	1	442	M	0_m	392_x
tig00004476_pilon	1	172612	1	442	M	0_m	395_x
tig00004476_pilon	1	172612	1	442	M	0_m	396_x
tig00004476_pilon	1	172612	1	442	M	0_m	399_x
tig00004476_pilon	1	172612	1	442	M	0_m	400_x
tig00004476_pilon	1	172612	1	442	M	0_m	402_x
tig00004476_pilon	1	172612	1	442	M	0_m	408_x
tig00004476_pilon	1	172612	1	442	M	0_m	413_x
tig00004476_pilon	1	172612	1	442	M	0_m	423_x
tig00004476_pilon	1	172612	1	442	M	0_m	424_x
tig00004476_pilon	1	172612	1	442	M	0_m	425_x
tig00004476_pilon	1	172612	1	442	M	0_m	427_x
tig00004476_pilon	1	172612	1	442	M	0_m	428_x
tig00004476_pilon	1	172612	1	442	M	0_m	429_x
tig00004476_pilon	1	172612	1	442	M	0_m	431_x
tig00004476_pilon	1	172612	1	442	M	0_m	434_x
tig00004476_pilon	1	172612	1	442	M	0_m	435_x
tig00004476_pilon	1	172612	1	442	M	0_m	437_x
tig00004476_pilon	1	172612	1	442	M	0_m	438_x
tig00004476_pilon	1	172612	1	442	M	0_m	439_x
tig00004476_pilon	1	172612	1	442	M	0_m	440_x
tig00004476_pilon	1	172612	1	442	M	0_m	441_x
tig00004476_pilon	1	172612	1	442	M	0_m	442_x
tig00004476_pilon	1	172612	1	442	M	0_m	444_x
tig00004476_pilon	1	172612	1	442	M	0_m	445_x
tig00004476_pilon	1	172612	1	442	M	0_m	447_x
tig00004476_pilon	1	172612	1	442	M	0_m	449_x
tig00004476_pilon	1	172612	1	442	M	0_m	466_x
tig00004476_pilon	1	172612	1	442	M	0_m	467_x
tig00004476_pilon	1	172612	1	442	M	0_m	469_x
tig00004476_pilon	1	172612	1	442	M	0_m	470_x
tig00004476_pilon	1	172612	1	442	M	0_m	471_x
tig00004476_pilon	1	172612	1	442	M	0_m	475_x
tig00004476_pilon	1	172612	1	442	M	0_m	476_x
tig00004476_pilon	1	172612	1	442	M	0_m	477_x
tig00004476_pilon	1	172612	1	442	M	0_m	479_x
tig00004476_pilon	1	172612	1	442	M	0_m	480_x
tig00004476_pilon	1	172612	1	442	M	0_m	481_x
tig00004476_pilon	1	108967	1	350	M	0_m	484_x
tig00004476_pilon	109111	109111	351	351	P	0_m	484_x
tig00004476_pilon	109117	172612	352	442	M	0_m	484_x
tig00004476_pilon	1	172612	1	442	M	0_m	507_x
tig00004476_pilon	1	172612	1	442	M	0_m	509_x
tig00004476_pilon	1	172612	1	442	M	0_m	510_x
tig00004476_pilon	1	172612	1	442	M	0_m	511_x
tig00004476_pilon	1	172612	1	442	M	0_m	512_x
tig00004476_pilon	1	71154	1	158	M	0_m	513_x
tig00004476_pilon	71269	71269	159	159	P	0_m	513_x
tig00004476_pilon	71312	172612	160	442	M	0_m	513_x
tig00004476_pilon	1	172612	1	442	M	0_m	514_x
tig00004476_pilon	1	172612	1	442	M	0_m	515_x
tig00004476_pilon	1	94788	1	277	M	0_m	516_x
tig00004476_pilon	94801	96242	278	284	P	0_m	516_x
tig00004476_pilon	96538	172612	285	442	M	0_m	516_x
tig00004476_pilon	1	172612	1	442	M	0_m	517_x
tig00004476_pilon	1	172612	1	442	M	0_m	518_x
tig00004476_pilon	1	172612	1	442	M	0_m	519_x
tig00004476_pilon	1	172612	1	442	M	0_m	520_x
tig00004476_pilon	1	172612	1	442	M	0_m	521_x
tig00004476_pilon	1	108579	1	346	M	0_m	522_x
tig00004476_pilon	108699	108861	347	348	P	0_m	522_x
tig00004476_pilon	108899	172612	349	442	M	0_m	522_x
tig00004476_pilon	1	172612	1	442	M	0_m	537_x
tig00004476_pilon	1	172612	1	442	M	0_m	545_x
tig00004476_pilon	1	108579	1	346	M	0_m	553_x
tig00004476_pilon	108699	108699	347	347	P	0_m	553_x
tig00004476_pilon	108861	111329	348	368	M	0_m	553_x
tig00004476_pilon	111504	111504	369	369	P	0_m	553_x
tig00004476_pilon	111879	172612	370	442	M	0_m	553_x
tig00004476_pilon	1	112526	1	374	M	0_m	554_x
tig00004476_pilon	112646	112655	375	376	P	0_m	554_x
tig00004476_pilon	112662	172612	377	442	M	0_m	554_x
tig00004476_pilon	1	172612	1	442	M	0_m	555_x
tig00004476_pilon	1	172612	1	442	M	0_m	557_x
tig00004476_pilon	1	172612	1	442	M	0_m	558_x
tig00004476_pilon	1	172612	1	442	M	0_m	559_x
tig00004476_pilon	1	172612	1	442	M	0_m	565_x
tig00004476_pilon	1	172612	1	442	M	0_m	566_x
tig00004476_pilon	1	172612	1	442	M	0_m	568_x
tig00004476_pilon	1	172612	1	442	M	0_m	569_x
tig00004476_pilon	1	172612	1	442	M	0_m	577_x
tig00004476_pilon	1	172612	1	442	M	0_m	578_x
tig00004476_pilon	1	172612	1	442	M	0_m	580_x
tig00004476_pilon	1	172612	1	442	M	0_m	581_x
tig00004476_pilon	1	172612	1	442	M	0_m	582_x
tig00004476_pilon	1	172612	1	442	M	0_m	583_x
tig00004476_pilon	1	172612	1	442	M	0_m	594_x
tig00004476_pilon	1	172612	1	442	M	0_m	596_x
tig00004476_pilon	1	172612	1	442	M	0_m	597_x
tig00004476_pilon	1	172612	1	442	M	0_m	598_x
tig00004476_pilon	1	172612	1	442	M	0_m	599_x
tig00004476_pilon	1	172612	1	442	M	0_m	608_x
tig00004476_pilon	1	172612	1	442	M	0_m	610_x
tig00004476_pilon	1	172612	1	442	M	0_m	611_x
tig00004476_pilon	1	172612	1	442	M	0_m	614_x
tig00004476_pilon	1	172612	1	442	M	0_m	616_x
tig00004476_pilon	1	172612	1	442	M	0_m	617_x
tig00004476_pilon	1	172612	1	442	M	0_m	618_x
tig00004476_pilon	1	172612	1	442	M	0_m	619_x
tig00004476_pilon	1	172612	1	442	M	0_m	620_x
tig00004476_pilon	1	172612	1	442	M	0_m	623_x
tig00004476_pilon	1	172612	1	442	M	0_m	624_x
tig00004476_pilon	1	172612	1	442	M	0_m	625_x
tig00004476_pilon	1	172612	1	442	M	0_m	631_x
tig00004476_pilon	1	172612	1	442	M	0_m	632_x
tig00004476_pilon	1	172612	1	442	M	0_m	633_x
tig00004476_pilon	1	172612	1	442	M	0_m	634_x
tig00004476_pilon	1	172612	1	442	M	0_m	639_x
tig00004476_pilon	1	172612	1	442	M	0_m	640_x
tig00004476_pilon	1	172612	1	442	M	0_m	641_x
tig00004476_pilon	1	172612	1	442	M	0_m	643_x
tig00004476_pilon	1	172612	1	442	M	0_m	644_x
tig00004476_pilon	1	172612	1	442	M	0_m	653_x
tig00004476_pilon	1	172612	1	442	M	0_m	654_x
tig00004476_pilon	1	172612	1	442	M	0_m	655_x
tig00004476_pilon	1	172612	1	442	M	0_m	656_x
tig00004476_pilon	1	172612	1	442	M	0_m	669_x
tig00004476_pilon	1	172612	1	442	M	0_m	670_x
tig00004476_pilon	1	114232	1	384	M	0_m	672_x
tig00004476_pilon	114381	115762	385	388	P	0_m	672_x
tig00004476_pilon	115878	172612	389	442	M	0_m	672_x
tig00004476_pilon	1	172612	1	442	M	0_m	674_x
tig00004476_pilon	1	172612	1	442	M	0_m	675_x
tig00004476_pilon	1	172612	1	442	M	0_m	676_x
tig00004476_pilon	1	172612	1	442	M	0_m	677_x
tig00004476_pilon	1	172612	1	442	M	0_m	678_x
tig00004476_pilon	1	114423	1	386	M	0_m	679_x
tig00004476_pilon	115641	149922	387	402	P	0_m	679_x
tig00004476_pilon	149932	172612	403	442	M	0_m	679_x
tig00004476_pilon	1	172612	1	442	M	0_m	680_x
tig00004476_pilon	1	111329	1	368	M	0_m	681_x
tig00004476_pilon	111504	112662	369	377	P	0_m	681_x
tig00004476_pilon	112853	172612	378	442	M	0_m	681_x
tig00004476_pilon	1	172612	1	442	M	0_m	682_x
tig00004476_pilon	1	172612	1	442	M	0_m	683_x
tig00004476_pilon	1	172612	1	442	M	0_m	684_x
tig00004476_pilon	1	172612	1	442	M	0_m	685_x
tig00004476_pilon	1	172612	1	442	M	0_m	686_x
tig00004476_pilon	1	172612	1	442	M	0_m	688_x
tig00004476_pilon	1	111329	1	368	M	0_m	693_x
tig00004476_pilon	111504	111504	369	369	P	0_m	693_x
tig00004476_pilon	111879	172612	370	442	M	0_m	693_x
tig00004476_pilon	1	172612	1	442	M	0_m	696_x
tig00004476_pilon	1	172612	1	442	M	0_m	703_x
tig00004476_pilon	1	172612	1	442	M	0_m	704_x
tig00004476_pilon	1	172612	1	442	M	0_m	706_x
tig00004476_pilon	1	172612	1	442	M	0_m	708_x
tig00004476_pilon	1	172612	1	442	M	0_m	714_x
tig00004476_pilon	1	172612	1	442	M	0_m	716_x
tig00004476_pilon	1	172612	1	442	M	0_m	717_x
tig00004476_pilon	1	172612	1	442	M	0_m	718_x
tig00004476_pilon	1	172612	1	442	M	0_m	721_x
tig00004476_pilon	1	172612	1	442	M	0_m	725_x
tig00004476_pilon	1	114232	1	384	M	0_m	726_x
tig00004476_pilon	114381	116390	385	390	P	0_m	726_x
tig00004476_pilon	116884	172612	391	442	M	0_m	726_x
tig00004476_pilon	1	172612	1	442	M	0_m	727_x
tig00004476_pilon	1	172612	1	442	M	0_m	730_x
tig00004476_pilon	1	117393	1	393	M	0_m	731_x
tig00004476_pilon	117580	117750	394	395	P	0_m	731_x
tig00004476_pilon	117845	172612	396	442	M	0_m	731_x
tig00004476_pilon	1	172612	1	442	M	0_m	732_x
tig00004476_pilon	1	172612	1	442	M	0_m	737_x
tig00004476_pilon	1	172612	1	442	M	0_m	739_x
tig00004476_pilon	1	172612	1	442	M	0_m	742_x
tig00004476_pilon	1	172612	1	442	M	0_m	749_x
tig00004476_pilon	1	172612	1	442	M	0_m	750_x
tig00004476_pilon	1	172612	1	442	M	0_m	751_x
tig00004476_pilon	1	172612	1	442	M	0_m	758_x
tig00004476_pilon	1	172612	1	442	M	0_m	763_x
tig00004476_pilon	1	172612	1	442	M	0_m	764_x
tig00004476_pilon	1	172612	1	442	M	0_m	765_x
tig00004476_pilon	1	172612	1	442	M	0_m	766_x
tig00004476_pilon	1	172612	1	442	M	0_m	775_x
tig00004476_pilon	1	172612	1	442	M	0_m	776_x
tig00004476_pilon	1	172612	1	442	M	0_m	777_x
tig00004476_pilon	1	172612	1	442	M	0_m	778_x
tig00004476_pilon	1	172612	1	442	M	0_m	780_x
tig00004476_pilon	1	172612	1	442	M	0_m	781_x
tig00004476_pilon	1	172612	1	442	M	0_m	788_x
tig00004476_pilon	1	172612	1	442	M	0_m	789_x
tig00004476_pilon	1	172612	1	442	M	0_m	790_x
tig00004476_pilon	1	172612	1	442	M	0_m	791_x
tig00004476_pilon	1	172612	1	442	M	0_m	793_x
tig00004476_pilon	1	172612	1	442	M	0_m	795_x
tig00004476_pilon	1	172612	1	442	M	0_m	797_x
tig00004476_pilon	1	172612	1	442	M	0_m	798_x
tig00004476_pilon	1	172612	1	442	M	0_m	802_x
tig00004476_pilon	1	172612	1	442	M	0_m	804_x
tig00004476_pilon	1	172612	1	442	M	0_m	805_x
tig00004476_pilon	1	94788	1	277	M	0_m	807_x
tig00004476_pilon	94801	100642	278	308	P	0_m	807_x
tig00004476_pilon	100767	172612	309	442	M	0_m	807_x
tig00004476_pilon	1	172612	1	442	M	0_m	808_x
tig00004476_pilon	1	172612	1	442	M	0_m	810_x
