#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00003823_pilon	1	31655	1	137	M	0_m	7_x
tig00003823_pilon	1	31655	1	137	M	0_m	8_x
tig00003823_pilon	1	11359	1	10	P	0_m	9_x
tig00003823_pilon	11412	31655	11	137	M	0_m	9_x
tig00003823_pilon	1	31655	1	137	M	0_m	10_x
tig00003823_pilon	1	31655	1	137	M	0_m	13_x
tig00003823_pilon	1	31655	1	137	M	0_m	14_x
tig00003823_pilon	1	31655	1	137	M	0_m	16_x
tig00003823_pilon	1	11626	1	12	P	0_m	22_x
tig00003823_pilon	11714	31655	13	137	M	0_m	22_x
tig00003823_pilon	1	31655	1	137	M	0_m	25_x
tig00003823_pilon	1	31655	1	137	M	0_m	28_x
tig00003823_pilon	1	31655	1	137	M	0_m	30_x
tig00003823_pilon	1	31655	1	137	M	0_m	34_x
tig00003823_pilon	1	31655	1	137	M	0_m	39_x
tig00003823_pilon	1	31655	1	137	M	0_m	43_x
tig00003823_pilon	1	31655	1	137	M	0_m	44_x
tig00003823_pilon	1	31655	1	137	M	0_m	45_x
tig00003823_pilon	1	31655	1	137	M	0_m	46_x
tig00003823_pilon	1	31655	1	137	M	0_m	47_x
tig00003823_pilon	1	31655	1	137	M	0_m	48_x
tig00003823_pilon	1	11197	1	7	P	0_m	52_x
tig00003823_pilon	11263	31655	8	137	M	0_m	52_x
tig00003823_pilon	1	31655	1	137	M	0_m	54_x
tig00003823_pilon	1	31655	1	137	M	0_m	55_x
tig00003823_pilon	1	31655	1	137	M	0_m	56_x
tig00003823_pilon	1	31655	1	137	M	0_m	58_x
tig00003823_pilon	1	23019	1	80	P	0_m	59_x
tig00003823_pilon	23056	31655	81	137	M	0_m	59_x
tig00003823_pilon	1	31655	1	137	M	0_m	60_x
tig00003823_pilon	1	31655	1	137	M	0_m	61_x
tig00003823_pilon	1	31655	1	137	M	0_m	64_x
tig00003823_pilon	1	31655	1	137	M	0_m	66_x
tig00003823_pilon	1	31655	1	137	M	0_m	67_x
tig00003823_pilon	1	31655	1	137	M	0_m	77_x
tig00003823_pilon	1	11715	1	14	P	0_m	87_x
tig00003823_pilon	11825	31655	15	137	M	0_m	87_x
tig00003823_pilon	1	31655	1	137	M	0_m	88_x
tig00003823_pilon	1	31655	1	137	M	0_m	92_x
tig00003823_pilon	1	31655	1	137	M	0_m	93_x
tig00003823_pilon	1	31655	1	137	M	0_m	94_x
tig00003823_pilon	1	31655	1	137	M	0_m	96_x
tig00003823_pilon	1	31655	1	137	M	0_m	97_x
tig00003823_pilon	1	31655	1	137	M	0_m	99_x
tig00003823_pilon	1	31655	1	137	M	0_m	110_x
tig00003823_pilon	1	31655	1	137	M	0_m	114_x
tig00003823_pilon	1	11197	1	7	P	0_m	115_x
tig00003823_pilon	11263	31655	8	137	M	0_m	115_x
tig00003823_pilon	1	31655	1	137	M	0_m	116_x
tig00003823_pilon	1	31655	1	137	M	0_m	125_x
tig00003823_pilon	1	11197	1	7	P	0_m	129_x
tig00003823_pilon	11263	31655	8	137	M	0_m	129_x
tig00003823_pilon	1	31655	1	137	M	0_m	131_x
tig00003823_pilon	1	31655	1	137	M	0_m	133_x
tig00003823_pilon	1	31655	1	137	M	0_m	134_x
tig00003823_pilon	1	31655	1	137	M	0_m	136_x
tig00003823_pilon	1	31655	1	137	M	0_m	137_x
tig00003823_pilon	1	31655	1	137	M	0_m	142_x
tig00003823_pilon	1	31655	1	137	M	0_m	146_x
tig00003823_pilon	1	31655	1	137	M	0_m	147_x
