#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00001508_pilon	1	5044	1	9	M	0_m	3_x
tig00001508_pilon	5062	374253	10	368	P	0_m	3_x
tig00001508_pilon	1	374253	1	368	M	0_m	8_x
tig00001508_pilon	1	5044	1	9	M	0_m	15_x
tig00001508_pilon	5062	14047	10	18	P	0_m	15_x
tig00001508_pilon	14522	374253	19	368	M	0_m	15_x
tig00001508_pilon	1	374253	1	368	M	0_m	16_x
tig00001508_pilon	1	130344	1	57	M	0_m	17_x
tig00001508_pilon	131791	131791	58	58	P	0_m	17_x
tig00001508_pilon	131813	240167	59	189	M	0_m	17_x
tig00001508_pilon	240781	240781	190	190	P	0_m	17_x
tig00001508_pilon	240794	264950	191	236	M	0_m	17_x
tig00001508_pilon	265054	265292	237	239	P	0_m	17_x
tig00001508_pilon	265376	374253	240	368	M	0_m	17_x
tig00001508_pilon	1	374253	1	368	M	0_m	18_x
tig00001508_pilon	1	5044	1	9	M	0_m	22_x
tig00001508_pilon	5062	11353	10	12	P	0_m	22_x
tig00001508_pilon	11496	374253	13	368	M	0_m	22_x
tig00001508_pilon	1	374253	1	368	M	0_m	23_x
tig00001508_pilon	1	5062	1	10	P	0_m	25_x
tig00001508_pilon	10750	268357	11	252	M	0_m	25_x
tig00001508_pilon	268863	272260	253	276	P	0_m	25_x
tig00001508_pilon	272310	374253	277	368	M	0_m	25_x
tig00001508_pilon	1	374253	1	368	M	0_m	26_x
tig00001508_pilon	1	374253	1	368	M	0_m	27_x
tig00001508_pilon	1	5044	1	9	M	0_m	33_x
tig00001508_pilon	5062	13830	10	17	P	0_m	33_x
tig00001508_pilon	14047	374253	18	368	M	0_m	33_x
tig00001508_pilon	1	374253	1	368	M	0_m	37_x
tig00001508_pilon	1	374253	1	368	M	0_m	39_x
tig00001508_pilon	1	374253	1	368	M	0_m	40_x
tig00001508_pilon	1	374253	1	368	M	0_m	41_x
tig00001508_pilon	1	374253	1	368	M	0_m	42_x
tig00001508_pilon	1	5044	1	9	M	0_m	45_x
tig00001508_pilon	5062	11353	10	12	P	0_m	45_x
tig00001508_pilon	11496	374253	13	368	M	0_m	45_x
