#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00004305_pilon	1	21647	1	31	M	0_m	2_x
tig00004305_pilon	1	21647	1	31	M	0_m	9_x
tig00004305_pilon	1	21647	1	31	M	0_m	11_x
tig00004305_pilon	1	21647	1	31	M	0_m	13_x
tig00004305_pilon	1	21647	1	31	M	0_m	14_x
tig00004305_pilon	1	21647	1	31	M	0_m	16_x
tig00004305_pilon	1	21647	1	31	M	0_m	18_x
tig00004305_pilon	1	21647	1	31	M	0_m	22_x
tig00004305_pilon	1	21647	1	31	M	0_m	25_x
tig00004305_pilon	1	21647	1	31	M	0_m	30_x
tig00004305_pilon	1	21647	1	31	M	0_m	34_x
tig00004305_pilon	1	21647	1	31	M	0_m	38_x
tig00004305_pilon	1	21647	1	31	M	0_m	44_x
tig00004305_pilon	1	21647	1	31	M	0_m	45_x
tig00004305_pilon	1	21647	1	31	M	0_m	53_x
tig00004305_pilon	1	21647	1	31	M	0_m	59_x
tig00004305_pilon	1	21647	1	31	M	0_m	83_x
tig00004305_pilon	1	21647	1	31	M	0_m	86_x
tig00004305_pilon	1	21647	1	31	M	0_m	90_x
tig00004305_pilon	1	2545	1	1	P	0_m	91_x
tig00004305_pilon	2780	21647	2	31	M	0_m	91_x
tig00004305_pilon	1	21647	1	31	M	0_m	93_x
tig00004305_pilon	1	21647	1	31	M	0_m	95_x
tig00004305_pilon	1	21647	1	31	M	0_m	99_x
tig00004305_pilon	1	21647	1	31	M	0_m	100_x
tig00004305_pilon	1	21647	1	31	M	0_m	104_x
tig00004305_pilon	1	21647	1	31	M	0_m	107_x
tig00004305_pilon	1	21647	1	31	M	0_m	108_x
tig00004305_pilon	1	21647	1	31	M	0_m	114_x
tig00004305_pilon	1	21647	1	31	M	0_m	115_x
tig00004305_pilon	1	21647	1	31	M	0_m	120_x
tig00004305_pilon	1	21647	1	31	M	0_m	122_x
tig00004305_pilon	1	21647	1	31	M	0_m	129_x
tig00004305_pilon	1	21647	1	31	M	0_m	131_x
tig00004305_pilon	1	21647	1	31	M	0_m	132_x
tig00004305_pilon	1	21647	1	31	M	0_m	133_x
tig00004305_pilon	1	21647	1	31	M	0_m	137_x
tig00004305_pilon	1	21647	1	31	M	0_m	138_x
tig00004305_pilon	1	21647	1	31	M	0_m	143_x
tig00004305_pilon	1	21647	1	31	M	0_m	144_x
