#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00001752_pilon	1	131527	1	12	M	0_m	4_x
tig00001752_pilon	1	131527	1	12	M	0_m	17_x
tig00001752_pilon	1	131527	1	12	M	0_m	33_x
tig00001752_pilon	1	35973	1	4	P	0_m	38_x
tig00001752_pilon	69134	131527	5	12	M	0_m	38_x
tig00001752_pilon	1	131527	1	12	M	0_m	48_x
tig00001752_pilon	1	131527	1	12	M	0_m	86_x
tig00001752_pilon	1	131527	1	12	M	0_m	107_x
tig00001752_pilon	1	131527	1	12	M	0_m	108_x
tig00001752_pilon	1	131527	1	12	M	0_m	116_x
tig00001752_pilon	1	131527	1	12	M	0_m	129_x
tig00001752_pilon	1	131527	1	12	M	0_m	137_x
tig00001752_pilon	1	131527	1	12	M	0_m	138_x
tig00001752_pilon	1	69178	1	8	P	0_m	139_x
tig00001752_pilon	69236	131527	9	12	M	0_m	139_x
tig00001752_pilon	1	131527	1	12	M	0_m	144_x
tig00001752_pilon	1	131527	1	12	M	0_m	167_x
tig00001752_pilon	1	131527	1	12	M	0_m	169_x
tig00001752_pilon	1	131527	1	12	M	0_m	171_x
tig00001752_pilon	1	131527	1	12	M	0_m	218_x
tig00001752_pilon	1	131527	1	12	M	0_m	228_x
tig00001752_pilon	1	131527	1	12	M	0_m	234_x
tig00001752_pilon	1	69241	1	10	M	0_m	235_x
tig00001752_pilon	69314	131527	11	12	P	0_m	235_x
tig00001752_pilon	1	35973	1	4	M	0_m	270_x
tig00001752_pilon	69134	131527	5	12	P	0_m	270_x
tig00001752_pilon	1	131527	1	12	M	0_m	277_x
tig00001752_pilon	1	131527	1	12	M	0_m	281_x
tig00001752_pilon	1	131527	1	12	M	0_m	304_x
tig00001752_pilon	1	131527	1	12	M	0_m	305_x
tig00001752_pilon	1	131527	1	12	M	0_m	314_x
tig00001752_pilon	1	131527	1	12	M	0_m	325_x
tig00001752_pilon	1	69134	1	5	M	0_m	327_x
tig00001752_pilon	69158	69178	6	8	P	0_m	327_x
tig00001752_pilon	69236	131527	9	12	M	0_m	327_x
tig00001752_pilon	1	131527	1	12	M	0_m	328_x
tig00001752_pilon	1	131527	1	12	M	0_m	331_x
tig00001752_pilon	1	131527	1	12	M	0_m	334_x
tig00001752_pilon	1	131527	1	12	M	0_m	354_x
tig00001752_pilon	1	131527	1	12	M	0_m	358_x
tig00001752_pilon	1	131527	1	12	M	0_m	367_x
tig00001752_pilon	1	131527	1	12	M	0_m	368_x
tig00001752_pilon	1	131527	1	12	M	0_m	373_x
tig00001752_pilon	1	131527	1	12	M	0_m	386_x
tig00001752_pilon	1	131527	1	12	M	0_m	393_x
tig00001752_pilon	1	131527	1	12	M	0_m	397_x
tig00001752_pilon	1	131527	1	12	M	0_m	398_x
tig00001752_pilon	1	34562	1	3	P	0_m	409_x
tig00001752_pilon	35973	131527	4	12	M	0_m	409_x
tig00001752_pilon	1	131527	1	12	M	0_m	412_x
tig00001752_pilon	1	131527	1	12	M	0_m	415_x
tig00001752_pilon	1	131527	1	12	M	0_m	417_x
tig00001752_pilon	1	131527	1	12	M	0_m	448_x
tig00001752_pilon	1	131527	1	12	M	0_m	451_x
tig00001752_pilon	1	131527	1	12	M	0_m	452_x
tig00001752_pilon	1	131527	1	12	M	0_m	461_x
tig00001752_pilon	1	131527	1	12	M	0_m	462_x
tig00001752_pilon	1	69241	1	10	M	0_m	466_x
tig00001752_pilon	69314	131527	11	12	P	0_m	466_x
tig00001752_pilon	1	131527	1	12	M	0_m	477_x
tig00001752_pilon	1	131527	1	12	M	0_m	483_x
tig00001752_pilon	1	131527	1	12	M	0_m	495_x
tig00001752_pilon	1	131527	1	12	M	0_m	524_x
tig00001752_pilon	1	131527	1	12	M	0_m	530_x
tig00001752_pilon	1	131527	1	12	M	0_m	532_x
