#contig-id	start-pos	end-pos	start-index	end-index	region-pat	PM-cluster	pollen-id_x
# note: the first region will be left-extended to coordinate 1 on contig 
#       the last region will be right-extended to coordinate contig-size 
tig00003707_pilon	1	633689	1	3289	M	0_m	7_x
tig00003707_pilon	1	205732	1	986	M	0_m	8_x
tig00003707_pilon	206090	207154	987	992	P	0_m	8_x
tig00003707_pilon	207890	633689	993	3289	M	0_m	8_x
tig00003707_pilon	1	195750	1	829	M	0_m	11_x
tig00003707_pilon	195764	195764	830	830	P	0_m	11_x
tig00003707_pilon	195796	205732	831	986	M	0_m	11_x
tig00003707_pilon	206090	208392	987	994	P	0_m	11_x
tig00003707_pilon	208645	339634	995	1555	M	0_m	11_x
tig00003707_pilon	339961	339961	1556	1556	P	0_m	11_x
tig00003707_pilon	340074	340074	1557	1557	M	0_m	11_x
tig00003707_pilon	340150	341877	1558	1565	P	0_m	11_x
tig00003707_pilon	341957	378605	1566	1871	M	0_m	11_x
tig00003707_pilon	378636	379484	1872	1877	P	0_m	11_x
tig00003707_pilon	379558	633689	1878	3289	M	0_m	11_x
tig00003707_pilon	1	633689	1	3289	M	0_m	13_x
tig00003707_pilon	1	633689	1	3289	M	0_m	19_x
tig00003707_pilon	1	378442	1	1869	M	0_m	20_x
tig00003707_pilon	378572	378572	1870	1870	P	0_m	20_x
tig00003707_pilon	378605	633689	1871	3289	M	0_m	20_x
tig00003707_pilon	1	633689	1	3289	M	0_m	21_x
tig00003707_pilon	1	8085	1	47	M	0_m	22_x
tig00003707_pilon	8124	14907	48	82	P	0_m	22_x
tig00003707_pilon	31232	348404	83	1596	M	0_m	22_x
tig00003707_pilon	348427	348427	1597	1597	P	0_m	22_x
tig00003707_pilon	348432	633689	1598	3289	M	0_m	22_x
tig00003707_pilon	1	633689	1	3289	M	0_m	23_x
tig00003707_pilon	1	633689	1	3289	M	0_m	37_x
tig00003707_pilon	1	633689	1	3289	M	0_m	40_x
tig00003707_pilon	1	390966	1	1999	M	0_m	41_x
tig00003707_pilon	391016	391027	2000	2001	P	0_m	41_x
tig00003707_pilon	391051	633689	2002	3289	M	0_m	41_x
tig00003707_pilon	1	633689	1	3289	M	0_m	42_x
tig00003707_pilon	1	633689	1	3289	M	0_m	49_x
tig00003707_pilon	1	633689	1	3289	M	0_m	50_x
tig00003707_pilon	1	633689	1	3289	M	0_m	51_x
tig00003707_pilon	1	201084	1	941	M	0_m	52_x
tig00003707_pilon	201085	202449	942	959	P	0_m	52_x
tig00003707_pilon	202544	205065	960	983	M	0_m	52_x
tig00003707_pilon	205564	205564	984	984	P	0_m	52_x
tig00003707_pilon	205572	206176	985	988	M	0_m	52_x
tig00003707_pilon	206317	214292	989	1027	P	0_m	52_x
tig00003707_pilon	214312	633689	1028	3289	M	0_m	52_x
tig00003707_pilon	1	633689	1	3289	M	0_m	53_x
tig00003707_pilon	1	206176	1	988	M	0_m	54_x
tig00003707_pilon	206317	309343	989	1377	P	0_m	54_x
tig00003707_pilon	310062	633689	1378	3289	M	0_m	54_x
tig00003707_pilon	1	633689	1	3289	M	0_m	55_x
tig00003707_pilon	1	633689	1	3289	M	0_m	56_x
tig00003707_pilon	1	633689	1	3289	M	0_m	57_x
tig00003707_pilon	1	77977	1	189	M	0_m	58_x
tig00003707_pilon	78026	79662	190	213	P	0_m	58_x
tig00003707_pilon	79843	543291	214	3009	M	0_m	58_x
tig00003707_pilon	543636	543682	3010	3011	P	0_m	58_x
tig00003707_pilon	543985	602050	3012	3250	M	0_m	58_x
tig00003707_pilon	602230	606260	3251	3276	P	0_m	58_x
tig00003707_pilon	606358	633689	3277	3289	M	0_m	58_x
tig00003707_pilon	1	454808	1	2384	M	0_m	59_x
tig00003707_pilon	454920	457448	2385	2421	P	0_m	59_x
tig00003707_pilon	457558	633689	2422	3289	M	0_m	59_x
tig00003707_pilon	1	633689	1	3289	M	0_m	63_x
tig00003707_pilon	1	205065	1	983	M	0_m	64_x
tig00003707_pilon	205564	205564	984	984	P	0_m	64_x
tig00003707_pilon	205572	214077	985	1022	M	0_m	64_x
tig00003707_pilon	214208	214215	1023	1024	P	0_m	64_x
tig00003707_pilon	214262	633689	1025	3289	M	0_m	64_x
tig00003707_pilon	1	633689	1	3289	M	0_m	65_x
tig00003707_pilon	1	366193	1	1766	M	0_m	66_x
tig00003707_pilon	366289	366647	1767	1773	P	0_m	66_x
tig00003707_pilon	366659	633689	1774	3289	M	0_m	66_x
tig00003707_pilon	1	633689	1	3289	M	0_m	67_x
tig00003707_pilon	1	633689	1	3289	M	0_m	68_x
tig00003707_pilon	1	633689	1	3289	M	0_m	74_x
tig00003707_pilon	1	633689	1	3289	M	0_m	75_x
tig00003707_pilon	1	633689	1	3289	M	0_m	76_x
tig00003707_pilon	1	633689	1	3289	M	0_m	78_x
tig00003707_pilon	1	633689	1	3289	M	0_m	79_x
tig00003707_pilon	1	633689	1	3289	M	0_m	80_x
tig00003707_pilon	1	512903	1	2817	M	0_m	81_x
tig00003707_pilon	513081	513081	2818	2818	P	0_m	81_x
tig00003707_pilon	513133	633689	2819	3289	M	0_m	81_x
tig00003707_pilon	1	633689	1	3289	M	0_m	87_x
tig00003707_pilon	1	633689	1	3289	M	0_m	88_x
tig00003707_pilon	1	633689	1	3289	M	0_m	104_x
tig00003707_pilon	1	633689	1	3289	M	0_m	105_x
tig00003707_pilon	1	201004	1	940	M	0_m	131_x
tig00003707_pilon	201084	201085	941	942	P	0_m	131_x
tig00003707_pilon	201271	633689	943	3289	M	0_m	131_x
tig00003707_pilon	1	633689	1	3289	M	0_m	132_x
tig00003707_pilon	1	114386	1	469	M	0_m	136_x
tig00003707_pilon	114435	115664	470	481	P	0_m	136_x
tig00003707_pilon	116303	204680	482	979	M	0_m	136_x
tig00003707_pilon	204738	204771	980	981	P	0_m	136_x
